datetime,net_load_after_pv,battery_power,capacity
4/2/19 5:00,217,0,1315
4/2/19 5:15,302,0,1315
4/2/19 5:30,309,0,1315
4/2/19 5:45,381,0,1315
4/2/19 6:00,317,0,1315
4/2/19 6:15,273,0,1315
4/2/19 6:30,267,0,1315
4/2/19 6:45,241,0,1315
4/2/19 7:00,212,0,1315
4/2/19 7:15,168,0,1315
4/2/19 7:30,61.1,0,1315
4/2/19 7:45,262,0,1315
4/2/19 8:00,322,0,1315
4/2/19 8:15,432,0,1315
4/2/19 8:30,326,0,1315
4/2/19 8:45,320,0,1315
4/2/19 9:00,145,0,1315
4/2/19 9:15,75.4,0,1315
4/2/19 9:30,259,0,1315
4/2/19 9:45,126,0,1315
4/2/19 10:00,309,0,1315
4/2/19 10:15,86.9,0,1315
4/2/19 10:30,243,0,1315
4/2/19 10:45,189,0,1315
4/2/19 11:00,168,0,1315
4/2/19 11:15,77.6,0,1315
4/2/19 11:30,186,0,1315
4/2/19 11:45,273,0,1315
4/2/19 12:00,299,0,1315
4/2/19 12:15,408,0,1315
4/2/19 12:30,351,0,1315
4/2/19 12:45,406,0,1315
4/2/19 13:00,416,0,1315
4/2/19 13:15,460,0,1315
4/2/19 13:30,369,0,1315
4/2/19 13:45,455,0,1315
4/2/19 14:00,407,0,1315
4/2/19 14:15,396,0,1315
4/2/19 14:30,319,0,1315
4/2/19 14:45,313,0,1315
4/2/19 15:00,229,0,1315
4/2/19 15:15,284,0,1315
4/2/19 15:30,308,0,1315
4/2/19 15:45,319,0,1315
4/2/19 16:00,373,0,1315
4/2/19 16:15,380,0,1315
4/2/19 16:30,380,0,1315
4/2/19 16:45,333,0,1315
4/2/19 17:00,266,0,1315
4/2/19 17:15,275,0,1315
4/2/19 17:30,267,0,1315
4/2/19 17:45,319,0,1315
4/2/19 18:00,305,0,1315
4/2/19 18:15,358,0,1315
4/2/19 18:30,328,0,1315
4/2/19 18:45,331,0,1315
4/2/19 19:00,302,0,1315
4/2/19 19:15,312,0,1315
4/2/19 19:30,286,0,1315
4/2/19 19:45,245,0,1315
4/2/19 20:00,191,0,1315
4/2/19 20:15,172,0,1315
4/2/19 20:30,216,0,1315
4/2/19 20:45,175,0,1315
4/2/19 21:00,168,0,1315
4/2/19 21:15,150,0,1315
4/2/19 21:30,150,0,1315
4/2/19 21:45,153,0,1315
4/2/19 22:00,144,0,1315
4/2/19 22:15,144,0,1315
4/2/19 22:30,158,0,1315
4/2/19 22:45,173,0,1315
4/2/19 23:00,156,0,1315
4/2/19 23:15,164,0,1315
4/2/19 23:30,146,0,1315
4/2/19 23:45,169,0,1315
4/3/19 0:00,155,0,1315
4/3/19 0:15,149,0,1315
4/3/19 0:30,136,0,1315
4/3/19 0:45,139,0,1315
4/3/19 1:00,130,0,1315
4/3/19 1:15,132,0,1315
4/3/19 1:30,142,0,1315
4/3/19 1:45,145,0,1315
4/3/19 2:00,149,0,1315
4/3/19 2:15,164,0,1315
4/3/19 2:30,153,0,1315
4/3/19 2:45,144,0,1315
4/3/19 3:00,148,0,1315
4/3/19 3:15,134,0,1315
4/3/19 3:30,120,0,1315
4/3/19 3:45,139,0,1315
4/3/19 4:00,137,0,1315
4/3/19 4:15,155,0,1315
4/3/19 4:30,133,0,1315
4/3/19 4:45,198,0,1315
4/3/19 5:00,298,0,1315
4/3/19 5:15,293,0,1315
4/3/19 5:30,291,0,1315
4/3/19 5:45,327,0,1315
4/3/19 6:00,329,0,1315
4/3/19 6:15,243,0,1315
4/3/19 6:30,238,0,1315
4/3/19 6:45,230,0,1315
4/3/19 7:00,278,0,1315
4/3/19 7:15,284,0,1315
4/3/19 7:30,290,0,1315
4/3/19 7:45,383,0,1315
4/3/19 8:00,476,0,1315
4/3/19 8:15,486,0,1315
4/3/19 8:30,542,0,1315
4/3/19 8:45,468,0,1315
4/3/19 9:00,447,0,1315
4/3/19 9:15,488,0,1315
4/3/19 9:30,464,0,1315
4/3/19 9:45,457,0,1315
4/3/19 10:00,349,0,1315
4/3/19 10:15,297,0,1315
4/3/19 10:30,201,0,1315
4/3/19 10:45,267,0,1315
4/3/19 11:00,158,0,1315
4/3/19 11:15,191,0,1315
4/3/19 11:30,139,0,1315
4/3/19 11:45,141,0,1315
4/3/19 12:00,96.6,0,1315
4/3/19 12:15,94.7,0,1315
4/3/19 12:30,121,0,1315
4/3/19 12:45,21.3,0,1315
4/3/19 13:00,46.4,0,1315
4/3/19 13:15,77.5,0,1315
4/3/19 13:30,124,0,1315
4/3/19 13:45,101,0,1315
4/3/19 14:00,39.5,0,1315
4/3/19 14:15,52.3,0,1315
4/3/19 14:30,50.1,0,1315
4/3/19 14:45,29,0,1315
4/3/19 15:00,91.9,0,1315
4/3/19 15:15,72.7,0,1315
4/3/19 15:30,149,0,1315
4/3/19 15:45,185,0,1315
4/3/19 16:00,243,0,1315
4/3/19 16:15,188,0,1315
4/3/19 16:30,193,0,1315
4/3/19 16:45,165,0,1315
4/3/19 17:00,148,0,1315
4/3/19 17:15,145,0,1315
4/3/19 17:30,229,0,1315
4/3/19 17:45,246,0,1315
4/3/19 18:00,259,0,1315
4/3/19 18:15,311,0,1315
4/3/19 18:30,279,0,1315
4/3/19 18:45,269,0,1315
4/3/19 19:00,265,0,1315
4/3/19 19:15,236,0,1315
4/3/19 19:30,214,0,1315
4/3/19 19:45,186,0,1315
4/3/19 20:00,159,0,1315
4/3/19 20:15,153,0,1315
4/3/19 20:30,162,0,1315
4/3/19 20:45,226,0,1315
4/3/19 21:00,177,0,1315
4/3/19 21:15,182,0,1315
4/3/19 21:30,168,0,1315
4/3/19 21:45,158,0,1315
4/3/19 22:00,157,0,1315
4/3/19 22:15,182,0,1315
4/3/19 22:30,163,0,1315
4/3/19 22:45,170,0,1315
4/3/19 23:00,172,0,1315
4/3/19 23:15,168,0,1315
4/3/19 23:30,168,0,1315
4/3/19 23:45,165,0,1315
4/4/19 0:00,170,0,1315
4/4/19 0:15,160,0,1315
4/4/19 0:30,172,0,1315
4/4/19 0:45,153,0,1315
4/4/19 1:00,120,0,1315
4/4/19 1:15,122,0,1315
4/4/19 1:30,136,0,1315
4/4/19 1:45,140,0,1315
4/4/19 2:00,124,0,1315
4/4/19 2:15,128,0,1315
4/4/19 2:30,135,0,1315
4/4/19 2:45,126,0,1315
4/4/19 3:00,135,0,1315
4/4/19 3:15,146,0,1315
4/4/19 3:30,195,0,1315
4/4/19 3:45,140,0,1315
4/4/19 4:00,133,0,1315
4/4/19 4:15,122,0,1315
4/4/19 4:30,114,0,1315
4/4/19 4:45,200,0,1315
4/4/19 5:00,274,0,1315
4/4/19 5:15,303,0,1315
4/4/19 5:30,269,0,1315
4/4/19 5:45,310,0,1315
4/4/19 6:00,325,0,1315
4/4/19 6:15,225,0,1315
4/4/19 6:30,275,0,1315
4/4/19 6:45,196,0,1315
4/4/19 7:00,178,0,1315
4/4/19 7:15,82.9,0,1315
4/4/19 7:30,143,0,1315
4/4/19 7:45,151,0,1315
4/4/19 8:00,362,0,1315
4/4/19 8:15,490,0,1315
4/4/19 8:30,527,0,1315
4/4/19 8:45,528,0,1315
4/4/19 9:00,371,0,1315
4/4/19 9:15,314,0,1315
4/4/19 9:30,383,0,1315
4/4/19 9:45,236,0,1315
4/4/19 10:00,142,0,1315
4/4/19 10:15,246,0,1315
4/4/19 10:30,228,0,1315
4/4/19 10:45,206,0,1315
4/4/19 11:00,125,0,1315
4/4/19 11:15,147,0,1315
4/4/19 11:30,142,0,1315
4/4/19 11:45,164,0,1315
4/4/19 12:00,118,0,1315
4/4/19 12:15,51,0,1315
4/4/19 12:30,64.3,0,1315
4/4/19 12:45,47.3,0,1315
4/4/19 13:00,130,0,1315
4/4/19 13:15,25.7,0,1315
4/4/19 13:30,245,0,1315
4/4/19 13:45,217,0,1315
4/4/19 14:00,263,0,1315
4/4/19 14:15,306,0,1315
4/4/19 14:30,273,0,1315
4/4/19 14:45,325,0,1315
4/4/19 15:00,296,0,1315
4/4/19 15:15,365,0,1315
4/4/19 15:30,313,0,1315
4/4/19 15:45,326,0,1315
4/4/19 16:00,379,0,1315
4/4/19 16:15,385,0,1315
4/4/19 16:30,325,0,1315
4/4/19 16:45,274,0,1315
4/4/19 17:00,234,0,1315
4/4/19 17:15,194,0,1315
4/4/19 17:30,242,0,1315
4/4/19 17:45,282,0,1315
4/4/19 18:00,325,0,1315
4/4/19 18:15,304,0,1315
4/4/19 18:30,311,0,1315
4/4/19 18:45,294,0,1315
4/4/19 19:00,305,0,1315
4/4/19 19:15,304,0,1315
4/4/19 19:30,236,0,1315
4/4/19 19:45,227,0,1315
4/4/19 20:00,199,0,1315
4/4/19 20:15,159,0,1315
4/4/19 20:30,157,0,1315
4/4/19 20:45,143,0,1315
4/4/19 21:00,138,0,1315
4/4/19 21:15,142,0,1315
4/4/19 21:30,136,0,1315
4/4/19 21:45,144,0,1315
4/4/19 22:00,132,0,1315
4/4/19 22:15,131,0,1315
4/4/19 22:30,131,0,1315
4/4/19 22:45,137,0,1315
4/4/19 23:00,128,0,1315
4/4/19 23:15,132,0,1315
4/4/19 23:30,129,0,1315
4/4/19 23:45,140,0,1315
4/5/19 0:00,123,0,1315
4/5/19 0:15,114,0,1315
4/5/19 0:30,130,0,1315
4/5/19 0:45,115,0,1315
4/5/19 1:00,105,0,1315
4/5/19 1:15,117,0,1315
4/5/19 1:30,140,0,1315
4/5/19 1:45,140,0,1315
4/5/19 2:00,129,0,1315
4/5/19 2:15,133,0,1315
4/5/19 2:30,133,0,1315
4/5/19 2:45,129,0,1315
4/5/19 3:00,128,0,1315
4/5/19 3:15,132,0,1315
4/5/19 3:30,122,0,1315
4/5/19 3:45,128,0,1315
4/5/19 4:00,130,0,1315
4/5/19 4:15,119,0,1315
4/5/19 4:30,124,0,1315
4/5/19 4:45,108,0,1315
4/5/19 5:00,95.6,0,1315
4/5/19 5:15,84.4,0,1315
4/5/19 5:30,92.1,0,1315
4/5/19 5:45,91,0,1315
4/5/19 6:00,84.2,0,1315
4/5/19 6:15,65.4,0,1315
4/5/19 6:30,57.8,0,1315
4/5/19 6:45,29.9,0,1315
4/5/19 7:00,12.6,0,1315
4/5/19 7:15,51.2,0,1315
4/5/19 7:30,70.2,0,1315
4/5/19 7:45,83.2,0,1315
4/5/19 8:00,128,0,1315
4/5/19 8:15,183,0,1315
4/5/19 8:30,198,0,1315
4/5/19 8:45,231,0,1315
4/5/19 9:00,291,0,1315
4/5/19 9:15,318,0,1315
4/5/19 9:30,348,0,1315
4/5/19 9:45,375,0,1315
4/5/19 10:00,404,0,1315
4/5/19 10:15,418,0,1315
4/5/19 10:30,432,0,1315
4/5/19 10:45,442,0,1315
4/5/19 11:00,475,0,1315
4/5/19 11:15,510,0,1315
4/5/19 11:30,511,0,1315
4/5/19 11:45,506,0,1315
4/5/19 12:00,503,0,1315
4/5/19 12:15,508,0,1315
4/5/19 12:30,489,0,1315
4/5/19 12:45,502,0,1315
4/5/19 13:00,458,0,1315
4/5/19 13:15,317,0,1315
4/5/19 13:30,339,0,1315
4/5/19 13:45,437,0,1315
4/5/19 14:00,408,0,1315
4/5/19 14:15,392,0,1315
4/5/19 14:30,335,0,1315
4/5/19 14:45,357,0,1315
4/5/19 15:00,214,0,1315
4/5/19 15:15,190,0,1315
4/5/19 15:30,117,0,1315
4/5/19 15:45,79.7,0,1315
4/5/19 16:00,59.8,0,1315
4/5/19 16:15,61.9,0,1315
4/5/19 16:30,9.23,0,1315
4/5/19 16:45,10.3,0,1315
4/5/19 17:00,25.3,0,1315
4/5/19 17:15,23.4,0,1315
4/5/19 17:30,22.2,0,1315
4/5/19 17:45,73.7,0,1315
4/5/19 18:00,79.2,0,1315
4/5/19 18:15,88.3,0,1315
4/5/19 18:30,96,0,1315
4/5/19 18:45,90.5,0,1315
4/5/19 19:00,96.2,0,1315
4/5/19 19:15,91.3,0,1315
4/5/19 19:30,103,0,1315
4/5/19 19:45,96.1,0,1315
4/5/19 20:00,97.2,0,1315
4/5/19 20:15,59.4,0,1315
4/5/19 20:30,63.4,0,1315
4/5/19 20:45,68.2,0,1315
4/5/19 21:00,67.9,0,1315
4/5/19 21:15,70.6,0,1315
4/5/19 21:30,64.5,0,1315
4/5/19 21:45,59.6,0,1315
4/5/19 22:00,62.8,0,1315
4/5/19 22:15,66,0,1315
4/5/19 22:30,68.9,0,1315
4/5/19 22:45,64.1,0,1315
4/5/19 23:00,68.3,0,1315
4/5/19 23:15,67.4,0,1315
4/5/19 23:30,64,0,1315
4/5/19 23:45,70.5,0,1315
4/6/19 0:00,74.7,0,1315
4/6/19 0:15,69.8,0,1315
4/6/19 0:30,68.9,0,1315
4/6/19 0:45,64.8,0,1315
4/6/19 1:00,63.6,0,1315
4/6/19 1:15,67.5,0,1315
4/6/19 1:30,65.8,0,1315
4/6/19 1:45,64.6,0,1315
4/6/19 2:00,63,0,1315
4/6/19 2:15,65.1,0,1315
4/6/19 2:30,68.9,0,1315
4/6/19 2:45,70.2,0,1315
4/6/19 3:00,80.2,0,1315
4/6/19 3:15,66.8,0,1315
4/6/19 3:30,62.3,0,1315
4/6/19 3:45,67.6,0,1315
4/6/19 4:00,57.5,0,1315
4/6/19 4:15,62.6,0,1315
4/6/19 4:30,60.9,0,1315
4/6/19 4:45,58.2,0,1315
4/6/19 5:00,62.9,0,1315
4/6/19 5:15,56.7,0,1315
4/6/19 5:30,56.2,0,1315
4/6/19 5:45,55,0,1315
4/6/19 6:00,49.8,0,1315
4/6/19 6:15,37.9,0,1315
4/6/19 6:30,11.9,0,1315
4/6/19 6:45,8.99,0,1315
4/6/19 7:00,18.3,0,1315
4/6/19 7:15,80.7,0,1315
4/6/19 7:30,103,0,1315
4/6/19 7:45,107,0,1315
4/6/19 8:00,125,0,1315
4/6/19 8:15,101,0,1315
4/6/19 8:30,188,0,1315
4/6/19 8:45,222,0,1315
4/6/19 9:00,249,0,1315
4/6/19 9:15,312,0,1315
4/6/19 9:30,348,0,1315
4/6/19 9:45,368,0,1315
4/6/19 10:00,381,0,1315
4/6/19 10:15,371,0,1315
4/6/19 10:30,435,0,1315
4/6/19 10:45,467,0,1315
4/6/19 11:00,490,0,1315
4/6/19 11:15,468,0,1315
4/6/19 11:30,510,0,1315
4/6/19 11:45,520,0,1315
4/6/19 12:00,540,0,1315
4/6/19 12:15,509,0,1315
4/6/19 12:30,473,0,1315
4/6/19 12:45,439,0,1315
4/6/19 13:00,436,0,1315
4/6/19 13:15,449,0,1315
4/6/19 13:30,420,0,1315
4/6/19 13:45,439,0,1315
4/6/19 14:00,407,0,1315
4/6/19 14:15,357,0,1315
4/6/19 14:30,270,0,1315
4/6/19 14:45,323,0,1315
4/6/19 15:00,285,0,1315
4/6/19 15:15,269,0,1315
4/6/19 15:30,141,0,1315
4/6/19 15:45,125,0,1315
4/6/19 16:00,68.3,0,1315
4/6/19 16:15,16,0,1315
4/6/19 16:30,45.3,0,1315
4/6/19 16:45,74.4,0,1315
4/6/19 17:00,59.9,0,1315
4/6/19 17:15,65.4,0,1315
4/6/19 17:30,85.1,0,1315
4/6/19 17:45,93.9,0,1315
4/6/19 18:00,130,0,1315
4/6/19 18:15,198,0,1315
4/6/19 18:30,191,0,1315
4/6/19 18:45,175,0,1315
4/6/19 19:00,216,0,1315
4/6/19 19:15,183,0,1315
4/6/19 19:30,178,0,1315
4/6/19 19:45,128,0,1315
4/6/19 20:00,133,0,1315
4/6/19 20:15,118,0,1315
4/6/19 20:30,128,0,1315
4/6/19 20:45,82,0,1315
4/6/19 21:00,85.2,0,1315
4/6/19 21:15,81.9,0,1315
4/6/19 21:30,85.3,0,1315
4/6/19 21:45,121,0,1315
4/6/19 22:00,119,0,1315
4/6/19 22:15,120,0,1315
4/6/19 22:30,92.2,0,1315
4/6/19 22:45,84.2,0,1315
4/6/19 23:00,85.3,0,1315
4/6/19 23:15,141,0,1315
4/6/19 23:30,119,0,1315
4/6/19 23:45,118,0,1315
4/7/19 0:00,168,0,1315
4/7/19 0:15,118,0,1315
4/7/19 0:30,116,0,1315
4/7/19 0:45,126,0,1315
4/7/19 1:00,116,0,1315
4/7/19 1:15,120,0,1315
4/7/19 1:30,90.7,0,1315
4/7/19 1:45,89.6,0,1315
4/7/19 2:00,89.1,0,1315
4/7/19 2:15,93.7,0,1315
4/7/19 2:30,92.2,0,1315
4/7/19 2:45,83,0,1315
4/7/19 3:00,80.2,0,1315
4/7/19 3:15,89.4,0,1315
4/7/19 3:30,212,0,1315
4/7/19 3:45,178,0,1315
4/7/19 4:00,248,0,1315
4/7/19 4:15,231,0,1315
4/7/19 4:30,273,0,1315
4/7/19 4:45,205,0,1315
4/7/19 5:00,272,0,1315
4/7/19 5:15,240,0,1315
4/7/19 5:30,240,0,1315
4/7/19 5:45,192,0,1315
4/7/19 6:00,143,0,1315
4/7/19 6:15,222,0,1315
4/7/19 6:30,133,0,1315
4/7/19 6:45,113,0,1315
4/7/19 7:00,89.8,0,1315
4/7/19 7:15,67.7,0,1315
4/7/19 7:30,17.8,0,1315
4/7/19 7:45,60.2,0,1315
4/7/19 8:00,114,0,1315
4/7/19 8:15,110,0,1315
4/7/19 8:30,187,0,1315
4/7/19 8:45,190,0,1315
4/7/19 9:00,124,0,1315
4/7/19 9:15,104,0,1315
4/7/19 9:30,71.6,0,1315
4/7/19 9:45,56.3,0,1315
4/7/19 10:00,24.2,0,1315
4/7/19 10:15,40.1,0,1315
4/7/19 10:30,29.2,0,1315
4/7/19 10:45,42.9,0,1315
4/7/19 11:00,27.4,0,1315
4/7/19 11:15,184,0,1315
4/7/19 11:30,187,0,1315
4/7/19 11:45,119,0,1315
4/7/19 12:00,122,0,1315
4/7/19 12:15,93.1,0,1315
4/7/19 12:30,23.6,0,1315
4/7/19 12:45,296,0,1315
4/7/19 13:00,27.5,0,1315
4/7/19 13:15,37.5,0,1315
4/7/19 13:30,118,0,1315
4/7/19 13:45,240,0,1315
4/7/19 14:00,94.4,0,1315
4/7/19 14:15,28.2,0,1315
4/7/19 14:30,24.8,0,1315
4/7/19 14:45,27.7,0,1315
4/7/19 15:00,70.1,0,1315
4/7/19 15:15,86.1,0,1315
4/7/19 15:30,126,0,1315
4/7/19 15:45,166,0,1315
4/7/19 16:00,185,0,1315
4/7/19 16:15,223,0,1315
4/7/19 16:30,191,0,1315
4/7/19 16:45,139,0,1315
4/7/19 17:00,157,0,1315
4/7/19 17:15,132,0,1315
4/7/19 17:30,182,0,1315
4/7/19 17:45,184,0,1315
4/7/19 18:00,269,0,1315
4/7/19 18:15,302,0,1315
4/7/19 18:30,300,0,1315
4/7/19 18:45,286,0,1315
4/7/19 19:00,274,0,1315
4/7/19 19:15,289,0,1315
4/7/19 19:30,241,0,1315
4/7/19 19:45,196,0,1315
4/7/19 20:00,167,0,1315
4/7/19 20:15,134,0,1315
4/7/19 20:30,133,0,1315
4/7/19 20:45,147,0,1315
4/7/19 21:00,145,0,1315
4/7/19 21:15,127,0,1315
4/7/19 21:30,176,0,1315
4/7/19 21:45,115,0,1315
4/7/19 22:00,130,0,1315
4/7/19 22:15,134,0,1315
4/7/19 22:30,120,0,1315
4/7/19 22:45,126,0,1315
4/7/19 23:00,127,0,1315
4/7/19 23:15,113,0,1315
4/7/19 23:30,120,0,1315
4/7/19 23:45,127,0,1315
4/8/19 0:00,113,0,1315
4/8/19 0:15,116,0,1315
4/8/19 0:30,110,0,1315
4/8/19 0:45,109,0,1315
4/8/19 1:00,106,0,1315
4/8/19 1:15,113,0,1315
4/8/19 1:30,119,0,1315
4/8/19 1:45,123,0,1315
4/8/19 2:00,128,0,1315
4/8/19 2:15,135,0,1315
4/8/19 2:30,139,0,1315
4/8/19 2:45,117,0,1315
4/8/19 3:00,118,0,1315
4/8/19 3:15,113,0,1315
4/8/19 3:30,111,0,1315
4/8/19 3:45,124,0,1315
4/8/19 4:00,151,0,1315
4/8/19 4:15,186,0,1315
4/8/19 4:30,194,0,1315
4/8/19 4:45,208,0,1315
4/8/19 5:00,227,0,1315
4/8/19 5:15,321,0,1315
4/8/19 5:30,240,0,1315
4/8/19 5:45,240,0,1315
4/8/19 6:00,242,0,1315
4/8/19 6:15,270,0,1315
4/8/19 6:30,225,0,1315
4/8/19 6:45,198,0,1315
4/8/19 7:00,158,0,1315
4/8/19 7:15,112,0,1315
4/8/19 7:30,118,0,1315
4/8/19 7:45,129,0,1315
4/8/19 8:00,202,0,1315
4/8/19 8:15,310,0,1315
4/8/19 8:30,304,0,1315
4/8/19 8:45,290,0,1315
4/8/19 9:00,223,0,1315
4/8/19 9:15,135,0,1315
4/8/19 9:30,94.2,0,1315
4/8/19 9:45,143,0,1315
4/8/19 10:00,54.1,0,1315
4/8/19 10:15,48.9,0,1315
4/8/19 10:30,119,0,1315
4/8/19 10:45,59.1,0,1315
4/8/19 11:00,44.8,0,1315
4/8/19 11:15,100,0,1315
4/8/19 11:30,193,0,1315
4/8/19 11:45,156,0,1315
4/8/19 12:00,17,0,1315
4/8/19 12:15,92.1,0,1315
4/8/19 12:30,53.5,0,1315
4/8/19 12:45,38.6,0,1315
4/8/19 13:00,59,0,1315
4/8/19 13:15,71.6,0,1315
4/8/19 13:30,36.3,0,1315
4/8/19 13:45,101,0,1315
4/8/19 14:00,68.9,0,1315
4/8/19 14:15,48.1,0,1315
4/8/19 14:30,72,0,1315
4/8/19 14:45,55.4,0,1315
4/8/19 15:00,99,0,1315
4/8/19 15:15,119,0,1315
4/8/19 15:30,161,0,1315
4/8/19 15:45,236,0,1315
4/8/19 16:00,249,0,1315
4/8/19 16:15,279,0,1315
4/8/19 16:30,306,0,1315
4/8/19 16:45,309,0,1315
4/8/19 17:00,231,0,1315
4/8/19 17:15,193,0,1315
4/8/19 17:30,208,0,1315
4/8/19 17:45,266,0,1315
4/8/19 18:00,326,0,1315
4/8/19 18:15,358,0,1315
4/8/19 18:30,300,0,1315
4/8/19 18:45,319,0,1315
4/8/19 19:00,333,0,1315
4/8/19 19:15,294,0,1315
4/8/19 19:30,265,0,1315
4/8/19 19:45,232,0,1315
4/8/19 20:00,186,0,1315
4/8/19 20:15,129,0,1315
4/8/19 20:30,154,0,1315
4/8/19 20:45,168,0,1315
4/8/19 21:00,150,0,1315
4/8/19 21:15,154,0,1315
4/8/19 21:30,155,0,1315
4/8/19 21:45,140,0,1315
4/8/19 22:00,139,0,1315
4/8/19 22:15,128,0,1315
4/8/19 22:30,148,0,1315
4/8/19 22:45,151,0,1315
4/8/19 23:00,160,0,1315
4/8/19 23:15,147,0,1315
4/8/19 23:30,132,0,1315
4/8/19 23:45,128,0,1315
4/9/19 0:00,135,0,1315
4/9/19 0:15,128,0,1315
4/9/19 0:30,118,0,1315
4/9/19 0:45,117,0,1315
4/9/19 1:00,111,0,1315
4/9/19 1:15,122,0,1315
4/9/19 1:30,144,0,1315
4/9/19 1:45,135,0,1315
4/9/19 2:00,154,0,1315
4/9/19 2:15,134,0,1315
4/9/19 2:30,122,0,1315
4/9/19 2:45,135,0,1315
4/9/19 3:00,146,0,1315
4/9/19 3:15,136,0,1315
4/9/19 3:30,117,0,1315
4/9/19 3:45,124,0,1315
4/9/19 4:00,118,0,1315
4/9/19 4:15,123,0,1315
4/9/19 4:30,267,0,1315
4/9/19 4:45,249,0,1315
4/9/19 5:00,232,0,1315
4/9/19 5:15,285,0,1315
4/9/19 5:30,291,0,1315
4/9/19 5:45,271,0,1315
4/9/19 6:00,267,0,1315
4/9/19 6:15,241,0,1315
4/9/19 6:30,183,0,1315
4/9/19 6:45,125,0,1315
4/9/19 7:00,108,0,1315
4/9/19 7:15,171,0,1315
4/9/19 7:30,184,0,1315
