datetime,net_load_after_pv,battery_power
3/14/21 19:15,1871.6,0
3/14/21 19:30,2036,0
3/14/21 19:45,1961.2,0
3/14/21 20:00,2062.4,0
3/14/21 20:15,2142.8,0
3/14/21 20:30,2043.2,0
3/14/21 20:45,1998,0
3/14/21 21:00,1845.2,0
3/14/21 21:15,1941.6,0
3/14/21 21:30,1835.4,0
3/14/21 21:45,1807.6,0
3/14/21 22:00,1763.2,0
3/14/21 22:15,1686,0
3/14/21 22:30,1764.8,0
3/14/21 22:45,1749.6,0
3/14/21 23:00,1806.8,0
3/14/21 23:15,1144.4,0
3/14/21 23:30,1136,0
3/14/21 23:45,1429.6,0
5/28/20 0:00,1979,0
5/28/20 0:15,2011,0
5/28/20 0:30,1915,0
5/28/20 0:45,1880,0
5/28/20 1:00,2057,0
5/28/20 1:15,2065,0
5/28/20 1:30,2058,0
5/28/20 1:45,2055,0
5/28/20 2:00,2004,0
5/28/20 2:15,1984,0
5/28/20 2:30,1997,0
5/28/20 2:45,1938,0
5/28/20 3:00,1988,0
5/28/20 3:15,1822,0
5/28/20 3:30,1739,0
5/28/20 3:45,1894,0
5/28/20 4:00,1940,0
5/28/20 4:15,1856,0
5/28/20 4:30,1968,0
5/28/20 4:45,1748,0
5/28/20 5:00,1698,0
5/28/20 5:15,1609,0
5/28/20 5:30,1719,0
5/28/20 5:45,1678,0
5/28/20 6:00,1772,0
5/28/20 6:15,1596,0
5/28/20 6:30,1598,0
5/28/20 6:45,1667,0
5/28/20 7:00,1478,0
5/28/20 7:15,1036,0
5/28/20 7:30,927,0
5/28/20 7:45,1361,0
5/28/20 8:00,1627,0
5/28/20 8:15,1709,0
5/28/20 8:30,1713,0
5/28/20 8:45,1710,0
5/28/20 9:00,1707,0
5/28/20 9:15,1660,0
5/28/20 9:30,1679,0
5/28/20 9:45,1804,0
5/28/20 10:00,1565,0
5/28/20 10:15,1569,0
5/28/20 10:30,1337,0
5/28/20 10:45,1440,0
5/28/20 11:00,1300,0
5/28/20 11:15,968,0
5/28/20 11:30,799,0
5/28/20 11:45,1414,0
5/28/20 12:00,1725,0
5/28/20 12:15,1592,0
5/28/20 12:30,1530,0
5/28/20 12:45,1746,0
5/28/20 13:00,1683,0
5/28/20 13:15,1857,0
5/28/20 13:30,1612,0
5/28/20 13:45,1585,0
5/28/20 14:00,1666,0
5/28/20 14:15,1796,0
5/28/20 14:30,1772,0
5/28/20 14:45,1672,0
5/28/20 15:00,1882,0
5/28/20 15:15,1907,0
5/28/20 15:30,1849,0
5/28/20 15:45,1937,0
5/28/20 16:00,1842,0
5/28/20 16:15,1902,0
5/28/20 16:30,2013,0
5/28/20 16:45,1991,0
5/28/20 17:00,2097,0
5/28/20 17:15,1994,0
5/28/20 17:30,1879,0
5/28/20 17:45,2057,0
5/28/20 18:00,1572,0
5/28/20 18:15,1106,0
5/28/20 18:30,982,0
5/28/20 18:45,1216,0
5/28/20 19:00,1608,0
5/28/20 19:15,1795,0
5/28/20 19:30,1930,0
5/28/20 19:45,1884,0
5/28/20 20:00,1832,0
5/28/20 20:15,1662,0
5/28/20 20:30,1550,0
5/28/20 20:45,1580,0
5/28/20 21:00,1734,0
5/28/20 21:15,1648,0
5/28/20 21:30,1576,0
5/28/20 21:45,1742,0
5/28/20 22:00,1785,0
5/28/20 22:15,1760,0
5/28/20 22:30,1602,0
5/28/20 22:45,1686,0
5/28/20 23:00,1685,0
5/28/20 23:15,1408,0
5/28/20 23:30,1263,0
5/28/20 23:45,1304,0
