datetime,net_load_before_pv,pv
8/1/20 14:15,48.88461538,0
8/1/20 14:20,51.11538462,0
8/1/20 14:25,57.45384615,0
8/1/20 14:30,49.22857143,0
8/1/20 14:35,47.02307692,0
8/1/20 14:40,46.11333333,0
8/1/20 14:45,46.96923077,0
8/1/20 14:50,52.89230769,0
8/1/20 14:55,50.30769231,0
8/1/20 15:00,46.13076923,0
8/1/20 15:05,46.94615385,0
8/1/20 15:10,52.87692308,0
8/1/20 15:15,44.30769231,0
8/1/20 15:20,44.9,0
8/1/20 15:25,45.81538462,0
8/1/20 15:30,45.81538462,0
8/1/20 15:35,52.55714286,0
8/1/20 15:40,49.61538462,0
8/1/20 15:45,43.82307692,0
8/1/20 15:50,43.75384615,0
8/1/20 15:55,52.33846154,0
8/1/20 16:00,43.17142857,0
8/1/20 16:05,44.76923077,0
8/1/20 16:10,45.09230769,0
8/1/20 16:15,47.05384615,0
8/1/20 16:20,52.6,0
8/1/20 16:25,48.89230769,0
8/1/20 16:30,40.89230769,0
8/1/20 16:35,43.10769231,0
8/1/20 16:40,52.66153846,0
8/1/20 16:45,51.92307692,0
8/1/20 16:50,42.44615385,0
8/1/20 16:55,46.01538462,0
8/1/20 17:00,49.84615385,0
8/1/20 17:05,49.15,0
8/1/20 17:10,49.56153846,0
8/1/20 17:15,50.35384615,0
8/1/20 17:20,46.30769231,0
8/1/20 17:25,46.59230769,0
8/1/20 17:30,58.97692308,0
8/1/20 17:35,44.32307692,0
8/1/20 17:40,43.98461538,0
8/1/20 17:45,44.56153846,0
8/1/20 17:50,50.76153846,0
8/1/20 17:55,44.36923077,0
8/1/20 18:00,49.25714286,0
8/1/20 18:05,46.87692308,0
8/1/20 18:10,40.78461538,0
8/1/20 18:15,45.00769231,0
8/1/20 18:20,54.89230769,0
8/1/20 18:25,43.99230769,0
8/1/20 18:30,42.16923077,0
8/1/20 18:35,45.54285714,0
8/1/20 18:40,51.76153846,0
8/1/20 18:45,43.39230769,0
8/1/20 18:50,45,0
8/1/20 18:55,42.96153846,0
8/1/20 19:00,43.50769231,0
8/1/20 19:05,43.80769231,0
8/1/20 19:10,42.06,0
8/1/20 19:15,47.76153846,0
8/1/20 19:20,43.92307692,0
8/1/20 19:25,42.34615385,0
8/1/20 19:30,54.81538462,0
8/1/20 19:35,52.01538462,0
8/1/20 19:40,43.9,0
8/1/20 19:45,44.25384615,0
8/1/20 19:50,40.89230769,0
8/1/20 19:55,49.1,0
8/1/20 20:00,53.2,0
8/1/20 20:05,45.54615385,0
8/1/20 20:10,41.03076923,0
8/1/20 20:15,45.77142857,0
8/1/20 20:20,47.67692308,0
8/1/20 20:25,44.05384615,0
8/1/20 20:30,53.15384615,0
8/1/20 20:35,48.86153846,0
8/1/20 20:40,45.29230769,0
8/1/20 20:45,44.95384615,0
8/1/20 20:50,54.55,0
8/1/20 20:55,53.58461538,0
8/1/20 21:00,42.90769231,0
8/1/20 21:05,43.07692308,0
8/1/20 21:10,49.24615385,0
8/1/20 21:15,49.63846154,0
8/1/20 21:20,40.16153846,0
8/1/20 21:25,43.58461538,0
8/1/20 21:30,44.07692308,0
8/1/20 21:35,46.15384615,0
8/1/20 21:40,46.38461538,0
8/1/20 21:45,44.33571429,0
8/1/20 21:50,50.16923077,0
8/1/20 21:55,48.24615385,0
8/1/20 22:00,42.05384615,0
8/1/20 22:05,42.25384615,0
8/1/20 22:10,42.23076923,0
8/1/20 22:15,55.31538462,0
8/1/20 22:20,52.1,0
8/1/20 22:25,41.78461538,0
8/1/20 22:30,42.26153846,0
8/1/20 22:35,43.98461538,0
8/1/20 22:40,54.08571429,0
8/1/20 22:45,54.17692308,0
8/1/20 22:50,44.06923077,0
8/1/20 22:55,43.18461538,0
8/1/20 23:00,42.55384615,0
8/1/20 23:05,50.65384615,0
8/1/20 23:10,49.32307692,0
8/1/20 23:15,41.26153846,0
8/1/20 23:20,44.23846154,0
8/1/20 23:25,44.92307692,0
8/1/20 23:30,42.87692308,0
8/1/20 23:35,46.24615385,0
8/1/20 23:40,49.72307692,0
8/1/20 23:45,50.4,0
8/1/20 23:50,42.17692308,0
8/1/20 23:55,42.61538462,0
8/2/20 0:00,44.64809682,0
8/2/20 0:05,52.78461538,0
8/2/20 0:10,51.76153846,0
8/2/20 0:15,41.82857143,0
8/2/20 0:20,40.73076923,0
8/2/20 0:25,47.83076923,0
8/2/20 0:30,49.63076923,0
8/2/20 0:35,41.15384615,0
8/2/20 0:40,48.96428571,0
8/2/20 0:45,42.6,0
8/2/20 0:50,41.1,0
8/2/20 0:55,44.73076923,0
8/2/20 1:00,42.46153846,0
8/2/20 1:05,49.32307692,0
8/2/20 1:10,49.40769231,0
8/2/20 1:15,39.66153846,0
8/2/20 1:20,42.64615385,0
8/2/20 1:25,41.1,0
8/2/20 1:30,52.8,0
8/2/20 1:35,52.44615385,0
8/2/20 1:40,44.73076923,0
8/2/20 1:45,41.85384615,0
8/2/20 1:50,48.64615385,0
8/2/20 1:55,46.03076923,0
8/2/20 2:00,39.74615385,0
8/2/20 2:05,44.76428571,0
8/2/20 2:10,42.86153846,0
8/2/20 2:15,42.91538462,0
8/2/20 2:20,44.56923077,0
8/2/20 2:25,40.95384615,0
8/2/20 2:30,51.41538462,0
8/2/20 2:35,47.04615385,0
8/2/20 2:40,41.25384615,0
8/2/20 2:45,42.36153846,0
8/2/20 2:50,43.02307692,0
8/2/20 2:55,55.6,0
8/2/20 3:00,53.26153846,0
8/2/20 3:05,42.64615385,0
8/2/20 3:10,39.75,0
8/2/20 3:15,46.92307692,0
8/2/20 3:20,46.5,0
8/2/20 3:25,43.63076923,0
8/2/20 3:30,44.90769231,0
8/2/20 3:35,45.07142857,0
8/2/20 3:40,41.86923077,0
8/2/20 3:45,46.13076923,0
8/2/20 3:50,44.93846154,0
8/2/20 3:55,47.24615385,0
8/2/20 4:00,46.91538462,0
8/2/20 4:05,44.86153846,0
8/2/20 4:10,43.33846154,0
8/2/20 4:15,50.47692308,0
8/2/20 4:20,51.87857143,0
8/2/20 4:25,41.06923077,0
8/2/20 4:30,47.8,0
8/2/20 4:35,49.98461538,0
8/2/20 4:40,42.64615385,0
8/2/20 4:45,41.1,0
8/2/20 4:50,41.4,0
8/2/20 4:55,50.80769231,0
8/2/20 5:00,50.21538462,0
8/2/20 5:05,51.16153846,0
8/2/20 5:10,48.77692308,0
8/2/20 5:15,40.09230769,0
8/2/20 5:20,39.79230769,0
8/2/20 5:25,42.44285714,0
8/2/20 5:30,41.09230769,0
8/2/20 5:35,51.04615385,0
8/2/20 5:40,45.64615385,0
8/2/20 5:45,46.86153846,0
8/2/20 5:50,49.08461538,0
8/2/20 5:55,39.98461538,0
8/2/20 6:00,42.70769231,0
8/2/20 6:05,44.38461538,0
8/2/20 6:10,41.53846154,0
8/2/20 6:15,45.98461538,0
8/2/20 6:20,50.42857143,0
8/2/20 6:25,38.30769231,0
8/2/20 6:30,49.76153846,0
8/2/20 6:35,52.24615385,0
8/2/20 6:40,42.41538462,0
8/2/20 6:45,40.34285714,0
8/2/20 6:50,44,0
8/2/20 6:55,51.76923077,0
8/2/20 7:00,52.06153846,0
8/2/20 7:05,44.42307692,0
8/2/20 7:10,51.41538462,0
8/2/20 7:15,51.32307692,0
8/2/20 7:20,40.76923077,0
8/2/20 7:25,43.23076923,0
8/2/20 7:30,42.96923077,0
8/2/20 7:35,51.02307692,0
8/2/20 7:40,51.28461538,0
8/2/20 7:45,39.70769231,0
8/2/20 7:50,49.22857143,0
8/2/20 7:55,49.43076923,0
8/2/20 8:00,52.49230769,0
8/2/20 8:05,44.72307692,0
8/2/20 8:10,44.06153846,0
8/2/20 8:15,45.6,0
8/2/20 8:20,42.26153846,0
8/2/20 8:25,45.16923077,0
8/2/20 8:30,47.26153846,0
8/2/20 8:35,48.63846154,0
8/2/20 8:40,43.8,0
8/2/20 8:45,41.46923077,0
8/2/20 8:50,54.76153846,0
8/2/20 8:55,56.16923077,0
8/2/20 9:00,52.67857143,0
8/2/20 9:05,49.49230769,0
8/2/20 9:10,49.31538462,0
8/2/20 9:15,52.48461538,0
8/2/20 9:20,44.41538462,0
8/2/20 9:25,43.38461538,0
8/2/20 9:30,45.92307692,0
8/2/20 9:35,43.74615385,0
8/2/20 9:40,43.83076923,0
8/2/20 9:45,49.82307692,0
8/2/20 9:50,47.71538462,0
8/2/20 9:55,44.23846154,0
8/2/20 10:00,46.86153846,0
8/2/20 10:05,56.05384615,0
8/2/20 10:10,53.91538462,0
8/2/20 10:15,51.35384615,0
8/2/20 10:20,52.96153846,0
8/2/20 10:25,43.59230769,0
8/2/20 10:30,48.46153846,0
8/2/20 10:35,52.96153846,0
8/2/20 10:40,44.66153846,0
8/2/20 10:45,42.95384615,0
8/2/20 10:50,43.77692308,0
8/2/20 10:55,49.5,0
8/2/20 11:00,41.48571429,0
8/2/20 11:05,45.26923077,0
8/2/20 11:10,49.81538462,0
8/2/20 11:15,45.64615385,0
8/2/20 11:20,44.7,0
8/2/20 11:25,47.13846154,0
8/2/20 11:30,44.73076923,0
8/2/20 11:35,52.84615385,0
8/2/20 11:40,53.63846154,0
8/2/20 11:45,46.03846154,0
8/2/20 11:50,47.02857143,0
8/2/20 11:55,54.45714286,0
8/2/20 12:00,55.84615385,0
8/2/20 12:05,54.72307692,0
8/2/20 12:10,55.20769231,0
8/2/20 12:15,44.30769231,0
8/2/20 12:20,50.2,0
8/2/20 12:25,50.8,0
8/2/20 12:30,52.03076923,0
8/2/20 12:35,55.42307692,0
8/2/20 12:40,56.37692308,0
8/2/20 12:45,45.32307692,0
8/2/20 12:50,47.2,0
8/2/20 12:55,48.77692308,0
8/2/20 13:00,49.54615385,0
8/2/20 13:05,50.35384615,0
8/2/20 13:10,51.29230769,0
8/2/20 13:15,53.54615385,0
8/2/20 13:20,44.47692308,0
8/2/20 13:25,45.06153846,0
8/2/20 13:30,45.41538462,0
8/2/20 13:35,45.96428571,0
8/2/20 13:40,46.81538462,0
8/2/20 13:45,46.70769231,0
8/2/20 13:50,52.76923077,0
8/2/20 13:55,42.4,0
8/2/20 14:00,44.65714286,0
8/2/20 14:05,43.15384615,0
8/2/20 14:10,45.74615385,0
8/2/20 14:15,46.53846154,0
8/2/20 14:20,44.59210526,0
8/2/20 14:25,43.86153846,0
8/2/20 14:30,43.66153846,0
8/2/20 14:35,43.66153846,0
8/2/20 14:40,43.69230769,0
8/2/20 14:45,43.84615385,0
8/2/20 14:50,43.8,0
8/2/20 14:55,43.8,0
8/2/20 15:00,43.96923077,0
8/2/20 15:05,43.61538462,0
8/2/20 15:10,43.21538462,0
8/2/20 15:15,46.73076923,0
8/2/20 15:20,46.87692308,0
8/2/20 15:25,44.03076923,0
8/2/20 15:30,49.38461538,0
8/2/20 15:35,46.77692308,0
8/2/20 15:40,45.52142857,0
8/2/20 15:45,43.63846154,0
8/2/20 15:50,41.96153846,0
8/2/20 15:55,43.90769231,0
8/2/20 16:00,44.36923077,0
8/2/20 16:05,48.37692308,0
8/2/20 16:10,47.49230769,0
8/2/20 16:15,44.98461538,0
8/2/20 16:20,44.25384615,0
8/2/20 16:25,43.83076923,0
8/2/20 16:30,43.72307692,0
8/2/20 16:35,44.04285714,0
8/2/20 16:40,51.31538462,0
8/2/20 16:45,48.48461538,0
8/2/20 16:50,47.76923077,0
8/2/20 16:55,44.83076923,0
8/2/20 17:00,45.89230769,0
8/2/20 17:05,43.23846154,0
8/2/20 17:10,52.52307692,0
8/2/20 17:15,53.65384615,0
8/2/20 17:20,52.99230769,0
8/2/20 17:25,52.19230769,0
8/2/20 17:30,50.05,0
8/2/20 17:35,44.32307692,0
8/2/20 17:40,52.30769231,0
8/2/20 17:45,56.01538462,0
8/2/20 17:50,57.58461538,0
8/2/20 17:55,56.26153846,0
8/2/20 18:00,45.17692308,0
8/2/20 18:05,51.34615385,0
8/2/20 18:10,50.66153846,0
8/2/20 18:15,54.47692308,0
8/2/20 18:20,45.16923077,0
8/2/20 18:25,43.51428571,0
8/2/20 18:30,47.94615385,0
8/2/20 18:35,45.83333333,0
8/2/20 18:40,52.82307692,0
8/2/20 18:45,46.68461538,0
8/2/20 18:50,43.15384615,0
8/2/20 18:55,45.24615385,0
8/2/20 19:00,44.56923077,0
8/2/20 19:05,45.28461538,0
8/2/20 19:10,41.76153846,0
8/2/20 19:15,41.60769231,0
8/2/20 19:20,41.58461538,0
8/2/20 19:25,48.49230769,0
8/2/20 19:30,49.22857143,0
8/2/20 19:35,49.06153846,0
8/2/20 19:40,48.40769231,0
8/2/20 19:45,44.43076923,0
8/2/20 19:50,53.83076923,0
8/2/20 19:55,55.49230769,0
8/2/20 20:00,52.76923077,0
8/2/20 20:05,51.04615385,0
8/2/20 20:10,49.93846154,0
8/2/20 20:15,49.92307692,0
8/2/20 20:20,52.86428571,0
8/2/20 20:25,58.14615385,0
8/2/20 20:30,54.6,0
8/2/20 20:35,43.82307692,0
8/2/20 20:40,45.1,0
8/2/20 20:45,49.25384615,0
8/2/20 20:50,51.55,0
8/2/20 20:55,44.38461538,0
8/2/20 21:00,43.06153846,0
8/2/20 21:05,43.01538462,0
8/2/20 21:10,43.75384615,0
8/2/20 21:15,42.89230769,0
8/2/20 21:20,41.44615385,0
8/2/20 21:25,49.60769231,0
8/2/20 21:30,43.68461538,0
8/2/20 21:35,44.26153846,0
8/2/20 21:40,45.44615385,0
8/2/20 21:45,39.49230769,0
8/2/20 21:50,52.31538462,0
8/2/20 21:55,53.93076923,0
8/2/20 22:00,52.03846154,0
8/2/20 22:05,52.50769231,0
8/2/20 22:10,42.69230769,0
8/2/20 22:15,49.36428571,0
8/2/20 22:20,54.49230769,0
8/2/20 22:25,54,0
8/2/20 22:30,40.4,0
8/2/20 22:35,43.24615385,0
8/2/20 22:40,40.78461538,0
8/2/20 22:45,47.57142857,0
8/2/20 22:50,46.72307692,0
8/2/20 22:55,41.7,0
8/2/20 23:00,41.35384615,0
8/2/20 23:05,43.63846154,0
8/2/20 23:10,43.33076923,0
8/2/20 23:15,41.37142857,0
8/2/20 23:20,41.24615385,0
8/2/20 23:25,43.61538462,0
8/2/20 23:30,49.36153846,0
8/2/20 23:35,44.95714286,0
8/2/20 23:40,43.77692308,0
8/2/20 23:45,40.96923077,0
8/2/20 23:50,49.88461538,0
8/2/20 23:55,54.04615385,0
8/3/20 0:00,45.42417582,0
8/3/20 0:05,41.96923077,0
8/3/20 0:10,43.99230769,0
8/3/20 0:15,48.25384615,0
8/3/20 0:20,48.6,0
8/3/20 0:25,43.43076923,0
8/3/20 0:30,42.01428571,0
8/3/20 0:35,42.80769231,0
8/3/20 0:40,39.06153846,0
8/3/20 0:45,40.56153846,0
8/3/20 0:50,38.30769231,0
8/3/20 0:55,40.26153846,0
8/3/20 1:00,47.75384615,0
8/3/20 1:05,45.75384615,0
8/3/20 1:10,44.88461538,0
8/3/20 1:15,41.92307692,0
8/3/20 1:20,51.9,0
8/3/20 1:25,53.79230769,0
8/3/20 1:30,50.78461538,0
8/3/20 1:35,42.09230769,0
8/3/20 1:40,46.17692308,0
8/3/20 1:45,47.03076923,0
8/3/20 1:50,48.63846154,0
8/3/20 1:55,49.82307692,0
8/3/20 2:00,39.39230769,0
8/3/20 2:05,40.22307692,0
8/3/20 2:10,44.85384615,0
8/3/20 2:15,42.59230769,0
8/3/20 2:20,43.01538462,0
8/3/20 2:25,45.75384615,0
8/3/20 2:30,45.27857143,0
8/3/20 2:35,45.28461538,0
8/3/20 2:40,41.22307692,0
8/3/20 2:45,53.4,0
8/3/20 2:50,50.33076923,0
8/3/20 2:55,51.87692308,0
8/3/20 3:00,39.15384615,0
8/3/20 3:05,47.05714286,0
8/3/20 3:10,47.67692308,0
8/3/20 3:15,51.63846154,0
8/3/20 3:20,42.80769231,0
8/3/20 3:25,41.24615385,0
8/3/20 3:30,44.48461538,0
8/3/20 3:35,39.98571429,0
8/3/20 3:40,41.05384615,0
8/3/20 3:45,46.6,0
8/3/20 3:50,44.97692308,0
8/3/20 3:55,42.27692308,0
8/3/20 4:00,49.17142857,0
8/3/20 4:05,51.01538462,0
8/3/20 4:10,37.88571429,0
8/3/20 4:15,43.28461538,0
8/3/20 4:20,42.78461538,0
8/3/20 4:25,42.51538462,0
8/3/20 4:30,43.05384615,0
8/3/20 4:35,44.7,0
8/3/20 4:40,51.02142857,0
8/3/20 4:45,47.95384615,0
8/3/20 4:50,40.52307692,0
8/3/20 4:55,44.57692308,0
8/3/20 5:00,49.32307692,0
8/3/20 5:05,41.09230769,0
8/3/20 5:10,47.61538462,0
8/3/20 5:15,43.86923077,0
8/3/20 5:20,51.92307692,0
8/3/20 5:25,61.33846154,0
8/3/20 5:30,61.48461538,0
8/3/20 5:35,61.56923077,0
8/3/20 5:40,49.65384615,0
8/3/20 5:45,53.14285714,0
8/3/20 5:50,43.41538462,0
8/3/20 5:55,45.57692308,0
8/3/20 6:00,45.93076923,0
8/3/20 6:05,42.59285714,0
8/3/20 6:10,50.49230769,0
8/3/20 6:15,49.41538462,0
8/3/20 6:20,48.07692308,0
8/3/20 6:25,48.11538462,0
8/3/20 6:30,52.8,0
8/3/20 6:35,43.89230769,0
8/3/20 6:40,44.14615385,0
8/3/20 6:45,43.4,0
8/3/20 6:50,43.56923077,0
8/3/20 6:55,55.22307692,0
8/3/20 7:00,51.85714286,0
8/3/20 7:05,45.42307692,0
8/3/20 7:10,49.8,0
8/3/20 7:15,54,0
8/3/20 7:20,111.2846154,0
8/3/20 7:25,118.5,0
8/3/20 7:30,117.6230769,0
8/3/20 7:35,112.3923077,0
8/3/20 7:40,117.6615385,0
8/3/20 7:45,123.0769231,0
8/3/20 7:50,121.8692308,0
8/3/20 7:55,118.2214286,0
8/3/20 8:00,127.8,0
8/3/20 8:05,135.2214286,0
8/3/20 8:10,127.4538462,0
8/3/20 8:15,130.0230769,0
8/3/20 8:20,119.3692308,0
8/3/20 8:25,164.4230769,0
8/3/20 8:30,168.9428571,0
8/3/20 8:35,272.1769231,0
8/3/20 8:40,294.9692308,0
8/3/20 8:45,336.2,0
8/3/20 8:50,324.4461538,0
8/3/20 8:55,337.6153846,0
8/3/20 9:00,321.1384615,0
8/3/20 9:05,327.4153846,0
8/3/20 9:10,345.4153846,0
8/3/20 9:15,348.0923077,0
8/3/20 9:20,329.3307692,0
8/3/20 9:25,314.6428571,0
8/3/20 9:30,317.8230769,0
8/3/20 9:35,302.9384615,0
8/3/20 9:40,313.5307692,0
8/3/20 9:45,359.0153846,0
8/3/20 9:50,351.5,0
8/3/20 9:55,368.5076923,0
8/3/20 10:00,354.2538462,0
8/3/20 10:05,308.3153846,0
8/3/20 10:10,283.3769231,0
8/3/20 10:15,341.7230769,0
8/3/20 10:20,331.6769231,0
8/3/20 10:25,333.4923077,0
8/3/20 10:30,317.1142857,0
8/3/20 10:35,317.9769231,0
8/3/20 10:40,349.5230769,0
8/3/20 10:45,367.1461538,0
8/3/20 10:50,380.3230769,0
8/3/20 10:55,395.3857143,0
8/3/20 11:00,407.9461538,0
8/3/20 11:05,389.2142857,0
8/3/20 11:10,399.0769231,0
8/3/20 11:15,393.3538462,0
8/3/20 11:20,404.5153846,0
8/3/20 11:25,403.8307692,0
8/3/20 11:30,401,0
8/3/20 11:35,446.5615385,0
8/3/20 11:40,443.8769231,0
8/3/20 11:45,357.9,0
8/3/20 11:50,354.9538462,0
8/3/20 11:55,350.3615385,0
8/3/20 12:00,346.1923077,0
8/3/20 12:05,306.9076923,0
8/3/20 12:10,293.7076923,0
8/3/20 12:15,297.9230769,0
8/3/20 12:20,300.1384615,0
8/3/20 12:25,310.6846154,0
8/3/20 12:30,327.5384615,0
8/3/20 12:35,305.2615385,0
8/3/20 12:40,280.7076923,0
8/3/20 12:45,265.2153846,0
8/3/20 12:50,269.6769231,0
8/3/20 12:55,313.3,0
8/3/20 13:00,324.8307692,0
8/3/20 13:05,295.6076923,0
8/3/20 13:10,307.7857143,0
8/3/20 13:15,301.1615385,0
8/3/20 13:20,303.0230769,0
8/3/20 13:25,296.6538462,0
8/3/20 13:30,302.5230769,0
8/3/20 13:35,302.7692308,0
8/3/20 13:40,281.6384615,0
8/3/20 13:45,306.0076923,0
8/3/20 13:50,294.4923077,0
8/3/20 13:55,298.7384615,0
8/3/20 14:00,301.4,0
8/3/20 14:05,319.2857143,0
8/3/20 14:10,312.3,0
8/3/20 14:15,290.9230769,0
8/3/20 14:20,302.8230769,0
8/3/20 14:25,290.4461538,0
8/3/20 14:30,315.3384615,0
8/3/20 14:35,302.7846154,0
8/3/20 14:40,305.1846154,0
8/3/20 14:45,272.1384615,0
8/3/20 14:50,297.6769231,0
8/3/20 14:55,288.6461538,0
8/3/20 15:00,302.9428571,0
8/3/20 15:05,274.3846154,0
8/3/20 15:10,277.3857143,0
8/3/20 15:15,273.0923077,0
8/3/20 15:20,305.5230769,0
8/3/20 15:25,290.6,0
8/3/20 15:30,295.7076923,0
8/3/20 15:35,292.8307692,0
8/3/20 15:40,303.3230769,0
8/3/20 15:45,285.5076923,0
8/3/20 15:50,291.4461538,0
8/3/20 15:55,303.4692308,0
8/3/20 16:00,304.1769231,0
8/3/20 16:05,299.9692308,0
8/3/20 16:10,323.8615385,0
8/3/20 16:15,311.9,0
8/3/20 16:20,272.4538462,0
8/3/20 16:25,307.0538462,0
8/3/20 16:30,292.5384615,0
8/3/20 16:35,318.2538462,0
8/3/20 16:40,288.3692308,0
8/3/20 16:45,281.7538462,0
8/3/20 16:50,281.8538462,0
8/3/20 16:55,288.3692308,0
8/3/20 17:00,283.7,0
8/3/20 17:05,280.0923077,0
8/3/20 17:10,310.1846154,0
8/3/20 17:15,289.4,0
8/3/20 17:20,239.8615385,0
